annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;adresse;nombre_de_sites;consommation_annuelle_totale_de_ladresse_mwh;code_grand_secteur;code_categorie_consommation;code_secteur_naf2;code_commune;nom_commune;code_epci;code_departement;code_region;tri_des_adresses
2022;361110000;Malicornay (commune non irisée);;;;;;1;459.806;TERTIAIRE;ENT;61;36111;Malicornay;200018521;36;24;237354
2023;553120000;Maizey (commune non irisée);;;;LA PITANCERIE;LA PITANCERIE;1;47.864;TERTIAIRE;ENT;61;55312;Maizey;245500327;55;44;237369
2023;574330101;Routes de Metz-Thionville Ouest;3;;ROUTE;DE THIONVILLE;3 ROUTE DE THIONVILLE;1;141.111;TERTIAIRE;ENT;61;57433;Maizières-lès-Metz;200039949;57;44;237431
2023;574330105;Zone Industrielle;2;;RUE;EMILE GALLE;2 RUE EMILE GALLE;1;140.929;TERTIAIRE;ENT;61;57433;Maizières-lès-Metz;200039949;57;44;237442
2023;574330103;Route de Thionville Est-Rue des Prés Nord;;;PLACE;MARCEL CERDAN;PLACE MARCEL CERDAN;1;63.558;TERTIAIRE;ENT;61;57433;Maizières-lès-Metz;200039949;57;44;237454
2023;920460103;Petit Vanves;98;;BOULEVARD;GABRIEL PERI;98 BOULEVARD GABRIEL PERI;1;69.265;TERTIAIRE;ENT;61;92046;Malakoff;200054781;92;11;237572
2022;543390102;Plateau Coteau;;;;;;1;1374.178;TERTIAIRE;ENT;61;54339;Malzéville;245400676;54;44;237583
2023;920460104;Les Pierres Plates;23;;RUE;PIERRE VALETTE;23 RUE PIERRE VALETTE;1;6269.631;TERTIAIRE;ENT;61;92046;Malakoff;200054781;92;11;237669
2023;261690000;Malataverne (commune non irisée);;;CHEMIN;DE LA ROCHE DU GUIDE;CHEMIN DE LA ROCHE DU GUIDE;1;4.557;TERTIAIRE;ENT;61;26169;Malataverne;200042901;26;84;237709
2024;102130000;Magnant (commune non irisée);;;;LOT SAPRR;LOT SAPRR;1;9.239;TERTIAIRE;ENT;61;10213;Magnant;200069003;10;44;237757
2024;783540102;Centre;1;;RUE;DE LA MARNIERE;1 RUE DE LA MARNIERE;1;131.952;TERTIAIRE;ENT;61;78354;Magnanville;200059889;78;11;237770
2023;191230102;Nord;23;;AVENUE;DE LA LIBERATION;23 AVENUE DE LA LIBERATION;1;62.384;TERTIAIRE;ENT;61;19123;Malemort;200043172;19;75;237890
2022;060790104;Le Grand Duc-Minelle;40;;BOULEVARD;JEAN SAINT MARTIN;40 BOULEVARD JEAN SAINT MARTIN;1;350.209;TERTIAIRE;ENT;61;06079;Mandelieu-la-Napoule;200039915;06;93;237898
2024;772680000;Magny-le-Hongre (commune non irisée);;;;CENTRAL TELEPHONIQUE;CENTRAL TELEPHONIQUE;1;634.891;TERTIAIRE;ENT;61;77268;Magny-le-Hongre;247700339;77;11;237916
2024;772680000;Magny-le-Hongre (commune non irisée);11;;RUE;DE COURTALIN;11 RUE DE COURTALIN;1;223.319;TERTIAIRE;ENT;61;77268;Magny-le-Hongre;247700339;77;11;237918
2023;561250000;Malguénac (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;36.49;TERTIAIRE;ENT;61;56125;Malguénac;245614433;56;53;238020
2024;783560101;Les Hameaux La Croix aux Buis Chapelle;1;;RUE;PABLO PICASSO;1 RUE PABLO PICASSO;1;41721.338;TERTIAIRE;ENT;61;78356;Magny-les-Hameaux;200058782;78;11;238020
2023;361110000;Malicornay (commune non irisée);;;;;;1;427.058;TERTIAIRE;ENT;61;36111;Malicornay;200018521;36;24;238021
2024;213660000;Magny-lès-Aubigny (commune non irisée);;;;CHEMIN RURAL N11;CHEMIN RURAL N11;1;69.628;TERTIAIRE;ENT;61;21366;Magny-lès-Aubigny;242101509;21;27;238030
2022;041120103;Temps Perdu-La Trinque;2;;RUE;DE L EDEN;2 RUE DE L EDEN;1;451.153;TERTIAIRE;ENT;61;04112;Manosque;200034700;04;93;238203
2023;543390102;Plateau Coteau;;;;X X X;X X X;1;1411.577;TERTIAIRE;ENT;61;54339;Malzéville;245400676;54;44;238268
2022;783610119;Collégiale;;;RUE;CADOTTE;RUE CADOTTE;1;697.096;TERTIAIRE;ENT;61;78361;Mantes-la-Jolie;200059889;78;11;238526
2023;060790104;Le Grand Duc-Minelle;40;;BOULEVARD;JEAN SAINT MARTIN;40 BOULEVARD JEAN SAINT MARTIN;1;294.77;TERTIAIRE;ENT;61;06079;Mandelieu-la-Napoule;200039915;06;93;238563
2022;783610101;Les Hautes Garennes;16;;CENTRE COMMERCIAL;MANTES 2;16 CENTRE COMMERCIAL MANTES 2;1;315.006;TERTIAIRE;ENT;61;78361;Mantes-la-Jolie;200059889;78;11;238668
2024;783580104;Saint-Nicolas;16;;RUE;JEAN MERMOZ;16 RUE JEAN MERMOZ;1;15.351;TERTIAIRE;ENT;61;78358;Maisons-Laffitte;200058519;78;11;238694
2024;783580105;Centre;10;;RUE;JEAN MERMOZ;10 RUE JEAN MERMOZ;1;345.329;TERTIAIRE;ENT;61;78358;Maisons-Laffitte;200058519;78;11;238695
2024;553120000;Maizey (commune non irisée);;;;LA PITANCERIE;LA PITANCERIE;1;46.056;TERTIAIRE;ENT;61;55312;Maizey;245500327;55;44;238750
2024;574330101;Routes de Metz-Thionville Ouest;3;;ROUTE;DE THIONVILLE;3 ROUTE DE THIONVILLE;1;134.138;TERTIAIRE;ENT;61;57433;Maizières-lès-Metz;200039949;57;44;238808
2024;574330105;Zone Industrielle;2;;RUE;EMILE GALLE;2 RUE EMILE GALLE;1;131.306;TERTIAIRE;ENT;61;57433;Maizières-lès-Metz;200039949;57;44;238822
2024;574330103;Route de Thionville Est-Rue des Prés Nord;;;PLACE;MARCEL CERDAN;PLACE MARCEL CERDAN;1;54.909;TERTIAIRE;ENT;61;57433;Maizières-lès-Metz;200039949;57;44;238838
2023;041120103;Temps Perdu-La Trinque;2;;RUE;DE L EDEN;2 RUE DE L EDEN;1;439.676;TERTIAIRE;ENT;61;04112;Manosque;200034700;04;93;238857
2022;764040000;Manéglise (commune non irisée);;;HAMEAU;DE COCUSSEVILLE;HAMEAU DE COCUSSEVILLE;1;24.028;TERTIAIRE;ENT;61;76404;Manéglise;200084952;76;28;238899
2024;920460103;Petit Vanves;98;;BOULEVARD;GABRIEL PERI;98 BOULEVARD GABRIEL PERI;1;65.236;TERTIAIRE;ENT;61;92046;Malakoff;200054781;92;11;238949
2022;271570000;Marbois (commune non irisée);;;RUE;DES BEURONS;RUE DES BEURONS;1;78.198;TERTIAIRE;ENT;61;27157;Marbois;200066462;27;28;238985
2024;920460104;Les Pierres Plates;23;;RUE;PIERRE VALETTE;23 RUE PIERRE VALETTE;1;5127.013;TERTIAIRE;ENT;61;92046;Malakoff;200054781;92;11;239043
2024;261690000;Malataverne (commune non irisée);;;CHEMIN;DE LA ROCHE DU GUIDE;CHEMIN DE LA ROCHE DU GUIDE;1;7.416;TERTIAIRE;ENT;61;26169;Malataverne;200042901;26;84;239087
2024;261690000;Malataverne (commune non irisée);;;ROUTE;DE MONTELIMAR;ROUTE DE MONTELIMAR;1;22.349;TERTIAIRE;ENT;61;26169;Malataverne;200042901;26;84;239091
2023;783610119;Collégiale;;;RUE;CADOTTE;RUE CADOTTE;1;662.5;TERTIAIRE;ENT;61;78361;Mantes-la-Jolie;200059889;78;11;239177
2024;191230102;Nord;23;;AVENUE;DE LA LIBERATION;23 AVENUE DE LA LIBERATION;1;61.224;TERTIAIRE;ENT;61;19123;Malemort;200043172;19;75;239262
2022;102230000;Marcilly-le-Hayer (commune non irisée);;;;999 SANS PRECISION;999 SANS PRECISION;1;108.054;TERTIAIRE;ENT;61;10223;Marcilly-le-Hayer;241000488;10;44;239316
2023;783610101;Les Hautes Garennes;16;;CENTRE COMMERCIAL;MANTES 2;16 CENTRE COMMERCIAL MANTES 2;1;286.439;TERTIAIRE;ENT;61;78361;Mantes-la-Jolie;200059889;78;11;239337
2022;213830000;Marcilly-sur-Tille (commune non irisée);;;;REEMETTEUR;REEMETTEUR;1;5.77;TERTIAIRE;ENT;61;21383;Marcilly-sur-Tille;242100154;21;27;239339
2024;561250000;Malguénac (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;38.386;TERTIAIRE;ENT;61;56125;Malguénac;245614433;56;53;239392
2024;361110000;Malicornay (commune non irisée);;;;;;1;462.4;TERTIAIRE;ENT;61;36111;Malicornay;200018521;36;24;239393
2022;672810000;Marckolsheim (commune non irisée);;;;RUE DU 1ER DECEMBRE 1990;RUE DU 1ER DECEMBRE 1990;1;101.464;TERTIAIRE;ENT;61;67281;Marckolsheim;200030526;67;44;239448
2023;764040000;Manéglise (commune non irisée);;;HAMEAU;DE COCUSSEVILLE;HAMEAU DE COCUSSEVILLE;1;63.083;TERTIAIRE;ENT;61;76404;Manéglise;200084952;76;28;239570
2024;543390102;Plateau Coteau;;;;;;1;1491.844;TERTIAIRE;ENT;61;54339;Malzéville;245400676;54;44;239627
2023;271570000;Marbois (commune non irisée);;;RUE;DES BEURONS;RUE DES BEURONS;1;73.414;TERTIAIRE;ENT;61;27157;Marbois;200066462;27;28;239658
2022;593780601;Quesne-Château Rouge;159;;AVENUE;DE LA MARNE;159 AVENUE DE LA MARNE;1;23.844;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;239706
2022;593780304;Pilaterie;5;;RUE;DE LA PILATERIE;5 RUE DE LA PILATERIE;1;2770.348;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;239718
2022;593780303;Delcenserie;;;CHEMIN;DU MOULIN DELMAR;CHEMIN DU MOULIN DELMAR;1;295.148;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;239815
2022;691260000;Marcy (commune non irisée);;;ROUTE;DE MONTEZAIN;ROUTE DE MONTEZAIN;1;156.082;TERTIAIRE;ENT;61;69126;Marcy;200040574;69;84;239884
2022;691270000;Marcy-l'Étoile (commune non irisée);222;;AVENUE;LACROIX LAVAL;222 AVENUE LACROIX LAVAL;1;181.331;TERTIAIRE;ENT;61;69127;Marcy-l'Étoile;200046977;69;84;239907
2024;060790104;Le Grand Duc-Minelle;40;;BOULEVARD;JEAN SAINT MARTIN;40 BOULEVARD JEAN SAINT MARTIN;1;278.445;TERTIAIRE;ENT;61;06079;Mandelieu-la-Napoule;200039915;06;93;239930
2023;102230000;Marcilly-le-Hayer (commune non irisée);;;;999 SANS PRECISION;999 SANS PRECISION;1;106.726;TERTIAIRE;ENT;61;10223;Marcilly-le-Hayer;241000488;10;44;239997
2023;213830000;Marcilly-sur-Tille (commune non irisée);;;;REEMETTEUR;REEMETTEUR;1;5.565;TERTIAIRE;ENT;61;21383;Marcilly-sur-Tille;242100154;21;27;240020
2022;805120000;Mareuil-Caubert (commune non irisée);;;;;;1;245.975;TERTIAIRE;ENT;61;80512;Mareuil-Caubert;200070993;80;32;240115
2023;672810000;Marckolsheim (commune non irisée);;;;RUE DU 1ER DECEMBRE 1990;RUE DU 1ER DECEMBRE 1990;1;96.08;TERTIAIRE;ENT;61;67281;Marckolsheim;200030526;67;44;240132
2022;772760000;Mareuil-lès-Meaux (commune non irisée);;;RUE;CHARLES DE GAULLE;RUE CHARLES DE GAULLE;1;41.367;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240145
2022;772760000;Mareuil-lès-Meaux (commune non irisée);;;COTE;DE LA JUSTICE;COTE DE LA JUSTICE;1;244.264;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240166
2022;772760000;Mareuil-lès-Meaux (commune non irisée);;;CHEMIN;DES PATIS;CHEMIN DES PATIS;1;53.356;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240181
2022;772760000;Mareuil-lès-Meaux (commune non irisée);;;;R O U T E   D E   Q U I N C Y;R O U T E D E Q U I N C Y;1;63.677;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240193
2024;041120103;Temps Perdu-La Trinque;2;;RUE;DE L EDEN;2 RUE DE L EDEN;1;401.558;TERTIAIRE;ENT;61;04112;Manosque;200034700;04;93;240220
2022;603820101;Est;;;;LIEU DIT LES OUINELLES;LIEU DIT LES OUINELLES;1;97.442;TERTIAIRE;ENT;61;60382;Margny-lès-Compiègne;200067965;60;32;240363
2022;603820301;Ouest;;;RUE;LOUIS BARTHOU;RUE LOUIS BARTHOU;1;279.857;TERTIAIRE;ENT;61;60382;Margny-lès-Compiègne;200067965;60;32;240364
2023;593780601;Quesne-Château Rouge;159;;AVENUE;DE LA MARNE;159 AVENUE DE LA MARNE;1;9.474;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;240384
2023;593780304;Pilaterie;5;;RUE;DE LA PILATERIE;5 RUE DE LA PILATERIE;1;2739.608;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;240395
2023;593780303;Delcenserie;;;CHEMIN;DU MOULIN DELMAR;CHEMIN DU MOULIN DELMAR;1;321.67;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;240500
2022;130540108;La Palun-Bausset Florides-Raphelle;;;;ARBC CH DE ST PIERRE;ARBC CH DE ST PIERRE;1;961.709;TERTIAIRE;ENT;61;13054;Marignane;200054807;13;93;240525
2024;783610119;Collégiale;;;RUE;CADOTTE;RUE CADOTTE;1;622.724;TERTIAIRE;ENT;61;78361;Mantes-la-Jolie;200059889;78;11;240537
2023;691260000;Marcy (commune non irisée);;;ROUTE;DE MONTEZAIN;ROUTE DE MONTEZAIN;1;167.328;TERTIAIRE;ENT;61;69126;Marcy;200040574;69;84;240573
2023;691270000;Marcy-l'Étoile (commune non irisée);222;;AVENUE;LACROIX LAVAL;222 AVENUE LACROIX LAVAL;1;180.742;TERTIAIRE;ENT;61;69127;Marcy-l'Étoile;200046977;69;84;240597
2024;783610101;Les Hautes Garennes;16;;RUE;DES CLOSEAUX;16 RUE DES CLOSEAUX;1;253.771;TERTIAIRE;ENT;61;78361;Mantes-la-Jolie;200059889;78;11;240604
2023;805120000;Mareuil-Caubert (commune non irisée);;;;X X X;X X X;1;262.492;TERTIAIRE;ENT;61;80512;Mareuil-Caubert;200070993;80;32;240812
2023;772760000;Mareuil-lès-Meaux (commune non irisée);;;RUE;CHARLES DE GAULLE;RUE CHARLES DE GAULLE;1;43.773;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240832
2023;772760000;Mareuil-lès-Meaux (commune non irisée);;;COTE;DE LA JUSTICE;COTE DE LA JUSTICE;1;234.203;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240860
2023;772760000;Mareuil-lès-Meaux (commune non irisée);;;ROUTE;DE QUINCY;ROUTE DE QUINCY;1;64.418;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240863
2023;772760000;Mareuil-lès-Meaux (commune non irisée);;;CHEMIN;DES PATIS;CHEMIN DES PATIS;1;49.103;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;240882
2024;764040000;Manéglise (commune non irisée);;;HAMEAU;DE COCUSSEVILLE;HAMEAU DE COCUSSEVILLE;1;78.482;TERTIAIRE;ENT;61;76404;Manéglise;200084952;76;28;240924
2022;082770000;Marlemont (commune non irisée);;;;BUTTE DE MARLEMONT;BUTTE DE MARLEMONT;1;88.651;TERTIAIRE;ENT;61;08277;Marlemont;200041622;08;44;240933
2024;271570000;Marbois (commune non irisée);;;RUE;DES BEURONS;RUE DES BEURONS;1;74.854;TERTIAIRE;ENT;61;27157;Marbois;200066462;27;28;241014
2022;593830101;Marly Nord;;;;R U E   R O G E R   S A L E N G R O;R U E R O G E R S A L E N G R O;1;64.877;TERTIAIRE;ENT;61;59383;Marly;245901160;59;32;241036
2022;593830101;Marly Nord;;;RUE;ROGER SALENGRO;RUE ROGER SALENGRO;1;149.295;TERTIAIRE;ENT;61;59383;Marly;245901160;59;32;241038
2022;953710101;Le Bourg-La Garenne;;;HAMEAU;DES CHAMPS;HAMEAU DES CHAMPS;1;236.345;TERTIAIRE;ENT;61;95371;Marly-la-Ville;200055655;95;11;241056
2023;603820101;Est;;;;LIEU DIT LES OUINELLES;LIEU DIT LES OUINELLES;1;99.195;TERTIAIRE;ENT;61;60382;Margny-lès-Compiègne;200067965;60;32;241060
2023;603820301;Ouest;;;RUE;LOUIS BARTHOU;RUE LOUIS BARTHOU;1;279.817;TERTIAIRE;ENT;61;60382;Margny-lès-Compiègne;200067965;60;32;241061
2022;783720103;Quartier Witold;;;CHEMIN;DU CLOS COURCHE;CHEMIN DU CLOS COURCHE;1;268.612;TERTIAIRE;ENT;61;78372;Marly-le-Roi;200058519;78;11;241140
2023;130540108;La Palun-Bausset Florides-Raphelle;;;;ARBC CH DE ST PIERRE;ARBC CH DE ST PIERRE;1;958.706;TERTIAIRE;ENT;61;13054;Marignane;200054807;13;93;241221
2022;471570106;Thivras-Coussan;;;LIEU DIT;LE ROC;LIEU DIT LE ROC;1;455.92;TERTIAIRE;ENT;61;47157;Marmande;200030674;47;75;241316
2024;102230000;Marcilly-le-Hayer (commune non irisée);;;;999 SANS PRECISION;999 SANS PRECISION;1;101.456;TERTIAIRE;ENT;61;10223;Marcilly-le-Hayer;241000488;10;44;241354
2024;213830000;Marcilly-sur-Tille (commune non irisée);;;;REEMETTEUR;REEMETTEUR;1;5.595;TERTIAIRE;ENT;61;21383;Marcilly-sur-Tille;242100154;21;27;241379
2024;672810000;Marckolsheim (commune non irisée);;;;RUE DU 1ER DECEMBRE 1990;RUE DU 1ER DECEMBRE 1990;1;99.286;TERTIAIRE;ENT;61;67281;Marckolsheim;200030526;67;44;241492
2023;082770000;Marlemont (commune non irisée);;;;BUTTE DE MARLEMONT;BUTTE DE MARLEMONT;1;115.258;TERTIAIRE;ENT;61;08277;Marlemont;200041622;08;44;241630
2023;593830101;Marly Nord;;;;CHEMIN DU SAULTIN;CHEMIN DU SAULTIN;1;98.917;TERTIAIRE;ENT;61;59383;Marly;245901160;59;32;241689
2024;593780601;Quesne-Château Rouge;340;;AVENUE;DE LA MARNE;340 AVENUE DE LA MARNE;2;87.535;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;241728
2023;593830101;Marly Nord;;;RUE;ROGER SALENGRO;RUE ROGER SALENGRO;2;149.568;TERTIAIRE;ENT;61;59383;Marly;245901160;59;32;241734
2024;593780601;Quesne-Château Rouge;159;;AVENUE;DE LA MARNE;159 AVENUE DE LA MARNE;1;3.23;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;241744
2024;593780601;Quesne-Château Rouge;;;AVENUE;DE LA MARNE;AVENUE DE LA MARNE;2;85.741;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;241748
2023;953710101;Le Bourg-La Garenne;;;HAMEAU;DES CHAMPS;HAMEAU DES CHAMPS;1;206.985;TERTIAIRE;ENT;61;95371;Marly-la-Ville;200055655;95;11;241752
2024;593780304;Pilaterie;5;;RUE;DE LA PILATERIE;5 RUE DE LA PILATERIE;1;2736.817;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;241752
2022;764100106;Portes de la Ville-Moulin à Poudre;;;;I M P A S S E D E S S A L E T S 7 6;I M P A S S E D E S S A L E T S 7 6;1;388.34;TERTIAIRE;ENT;61;76410;Maromme;200023414;76;28;241762
2023;783720103;Quartier Witold;;;CHEMIN;DU CLOS COURCHE;CHEMIN DU CLOS COURCHE;1;241.25;TERTIAIRE;ENT;61;78372;Marly-le-Roi;200058519;78;11;241837
2024;593780303;Delcenserie;;;CHEMIN;DU MOULIN DELMAR;CHEMIN DU MOULIN DELMAR;1;353.058;TERTIAIRE;ENT;61;59378;Marcq-en-Baroeul;200093201;59;32;241850
2024;691260000;Marcy (commune non irisée);;;ROUTE;DE MONTEZAIN;ROUTE DE MONTEZAIN;1;158.908;TERTIAIRE;ENT;61;69126;Marcy;200040574;69;84;241927
2024;691270000;Marcy-l'Étoile (commune non irisée);222;;AVENUE;LACROIX LAVAL;222 AVENUE LACROIX LAVAL;1;166.705;TERTIAIRE;ENT;61;69127;Marcy-l'Étoile;200046977;69;84;241952
2022;625600000;Marquise (commune non irisée);;;;R U E   D E S   P R E S;R U E D E S P R E S;1;98.081;TERTIAIRE;ENT;61;62560;Marquise;246200380;62;32;241974
2023;471570106;Thivras-Coussan;;;LIEU DIT;LE ROC;LIEU DIT LE ROC;1;461.094;TERTIAIRE;ENT;61;47157;Marmande;200030674;47;75;242024
2022;213909801;ZAC;;;;C T - 1 3 R U E G U S T A V E E;C T - 1 3 R U E G U S T A V E E;1;324.894;TERTIAIRE;ENT;61;21390;Marsannay-la-Côte;242100410;21;27;242125
2024;805120000;Mareuil-Caubert (commune non irisée);;;;;;1;302.323;TERTIAIRE;ENT;61;80512;Mareuil-Caubert;200070993;80;32;242172
2024;772760000;Mareuil-lès-Meaux (commune non irisée);;;RUE;CHARLES DE GAULLE;RUE CHARLES DE GAULLE;1;44.108;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;242192
2024;772760000;Mareuil-lès-Meaux (commune non irisée);;;ROUTE;DE CONDE;ROUTE DE CONDE;1;93.111;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;242197
2024;772760000;Mareuil-lès-Meaux (commune non irisée);;;COTE;DE LA JUSTICE;COTE DE LA JUSTICE;1;222.855;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;242222
2024;772760000;Mareuil-lès-Meaux (commune non irisée);;;ROUTE;DE QUINCY;ROUTE DE QUINCY;1;19.475;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;242224
2024;772760000;Mareuil-lès-Meaux (commune non irisée);;;CHEMIN;DES PATIS;CHEMIN DES PATIS;1;54.792;TERTIAIRE;ENT;61;77276;Mareuil-lès-Meaux;200072130;77;11;242245
2024;603820101;Est;;;;LIEU DIT LES OUINELLES;LIEU DIT LES OUINELLES;1;138.174;TERTIAIRE;ENT;61;60382;Margny-lès-Compiègne;200067965;60;32;242424
2024;603820301;Ouest;;;RUE;LOUIS BARTHOU;RUE LOUIS BARTHOU;1;270.674;TERTIAIRE;ENT;61;60382;Margny-lès-Compiègne;200067965;60;32;242425
2023;764100106;Portes de la Ville-Moulin à Poudre;;;IMPASSE;DES SALETS;IMPASSE DES SALETS;1;365.207;TERTIAIRE;ENT;61;76410;Maromme;200023414;76;28;242465
2022;132160104;Saumaty;;;;2 6 1   R U E   F R A N C O I S   R A B E;2 6 1 R U E F R A N C O I S R A B E;1;0.011;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;242495
2024;130540108;La Palun-Bausset Florides-Raphelle;;;;ARBC CH DE ST PIERRE;ARBC CH DE ST PIERRE;1;843.734;TERTIAIRE;ENT;61;13054;Marignane;200054807;13;93;242577
2023;625600000;Marquise (commune non irisée);;;RUE;DES PRES;RUE DES PRES;1;89.841;TERTIAIRE;ENT;61;62560;Marquise;246200380;62;32;242651
2024;130540111;La Calagovière-Parc Camoin;;;RUE;MARECHAL MURAT;RUE MARECHAL MURAT;1;89.409;TERTIAIRE;ENT;61;13054;Marignane;200054807;13;93;242702
2022;132130302;Malpasse-Roubaix;119;;RUE;ALPHONSE DAUDET;119 RUE ALPHONSE DAUDET;1;640.959;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;242835
2023;213909801;ZAC;13;;RUE;GUSTAVE EIFFEL;13 RUE GUSTAVE EIFFEL;1;311.484;TERTIAIRE;ENT;61;21390;Marsannay-la-Côte;242100410;21;27;242864
2022;132081004;Centre Vie Bonneveine;117;;AVENUE;ANDRE ZENATTI;117 AVENUE ANDRE ZENATTI;1;72.866;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;242895
2024;082770000;Marlemont (commune non irisée);;;;BUTTE DE MARLEMONT;BUTTE DE MARLEMONT;1;83.681;TERTIAIRE;ENT;61;08277;Marlemont;200041622;08;44;243003
2022;13214xxxx;Fictif - Marseille 14e Arrondissement;44;;RUE;BERNARD DU BOIS;44 RUE BERNARD DU BOIS;1;453.525;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243049
2024;593830101;Marly Nord;;;;CHEMIN DU SAULTIN;CHEMIN DU SAULTIN;1;174.78;TERTIAIRE;ENT;61;59383;Marly;245901160;59;32;243059
2024;593830101;Marly Nord;;;RUE;ROGER SALENGRO;RUE ROGER SALENGRO;1;135.933;TERTIAIRE;ENT;61;59383;Marly;245901160;59;32;243110
2024;953710101;Le Bourg-La Garenne;;;HAMEAU;DES CHAMPS;HAMEAU DES CHAMPS;1;188.616;TERTIAIRE;ENT;61;95371;Marly-la-Ville;200055655;95;11;243127
2023;132130302;Malpasse-Roubaix;119;;RUE;ALPHONSE DAUDET;119 RUE ALPHONSE DAUDET;1;586.884;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243147
2022;132070603;Tobelem-Endoume;6;;RUE;CANDOLLE;6 RUE CANDOLLE;1;449.286;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243182
2023;132081004;Centre Vie Bonneveine;117;;AVENUE;ANDRE ZENATTI;117 AVENUE ANDRE ZENATTI;1;88.932;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243210
2024;783720103;Quartier Witold;;;CHEMIN;DU CLOS COURCHE;CHEMIN DU CLOS COURCHE;1;233.032;TERTIAIRE;ENT;61;78372;Marly-le-Roi;200058519;78;11;243211
2024;471570101;Centre Ville I;1;;RUE;CHARLES DE GAULLE;1 RUE CHARLES DE GAULLE;1;41.126;TERTIAIRE;ENT;61;47157;Marmande;200030674;47;75;243292
2023;13214xxxx;Fictif - Marseille;44;;RUE;BERNARD DU BOIS;44 RUE BERNARD DU BOIS;1;476.353;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243363
2022;132150502;Cap Pinède;1;;RUE;COUGIT;1 RUE COUGIT;1;1001.068;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243379
2024;471570106;Thivras-Coussan;;;LIEU DIT;LE ROC;LIEU DIT LE ROC;1;443.612;TERTIAIRE;ENT;61;47157;Marmande;200030674;47;75;243410
2023;132070603;Tobelem-Endoume;6;;RUE;CANDOLLE;6 RUE CANDOLLE;1;414.235;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243475
2022;132081004;Centre Vie Bonneveine;;;AVENUE;DE BONNEVEINE;AVENUE DE BONNEVEINE;1;37.58;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243499
2022;132030202;Les Facultés;20;B;RUE;DE CRIMEE;20 B RUE DE CRIMEE;1;1398.093;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243544
2023;132080102;Hambourg Sablier;187;;AVENUE;CLOT BEY;187 AVENUE CLOT BEY;1;21.798;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243639
2023;132150502;Cap Pinède;1;;RUE;COUGIT;1 RUE COUGIT;1;957.018;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243698
2022;132110501;La Millière;;;BOULEVARD;DE LA FONTAINE;BOULEVARD DE LA FONTAINE;1;144.614;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243783
2023;132081004;Centre Vie Bonneveine;;;AVENUE;DE BONNEVEINE;AVENUE DE BONNEVEINE;1;32.655;TERTIAIRE;ENT;61;13055;Marseille;200054807;13;93;243845
